# Program:featureCounts v1.6.0; Command:"/home/classadmin/mat/software/subread-1.6.0-Linux-x86_64/bin/featureCounts" "-a" "/home/classadmin/mat/referenceGenomes/S_cerevisiae//Saccharomyces_cerevisiae.R64-1-1.81.gtf" "-o" "featCounts_genes.txt" "/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam
YKL022C	XI	394726	397248	-	2523	671	578	549	748	475	257	367	334	501	455
YKL021C	XI	397344	398750	-	1407	878	727	768	1045	543	421	891	596	842	934
YKL020C	XI	398832	402080	-	3249	1306	979	911	1213	762	506	831	583	923	776
YKL019W	XI	402568	403518	+	951	1439	1325	1135	1480	1067	808	873	679	1268	883
YKL018C-A	XI	403580	403879	-	300	762	698	646	884	618	302	421	347	532	418
YKL018W	XI	404102	405091	+	990	378	306	275	410	232	163	295	235	335	323
YKL017C	XI	405190	407241	-	2052	537	472	491	675	398	229	398	277	451	324
YKL016C	XI	407465	407989	-	525	1735	1390	1243	1775	1225	694	899	1001	1399	825
YKL015W	XI	408544	411483	+	2940	955	696	707	889	572	354	565	428	642	560
YKL014C	XI	411619	416913	-	5295	750	575	665	976	396	374	1065	613	796	1136
YKL013C	XI	417508	418023	-	516	2117	1541	1547	1918	1437	944	1147	1145	1751	1160
YKL012W	XI	418310	420061	+	1752	1059	772	911	1271	543	348	683	548	840	612
YKL011C	XI	420155	421216	-	1062	274	166	208	271	139	71	190	151	201	156
YKL010C	XI	421424	425875	-	4452	1089	867	981	1184	699	544	872	708	976	840
YKL009W	XI	426242	426952	+	711	794	562	576	763	467	533	1562	916	1149	1870
YKL008C	XI	427295	428551	-	1257	1666	1129	1139	1585	892	681	1620	1101	1469	1448
YKL007W	XI	429302	430108	+	807	2105	1546	1490	1993	1357	826	1168	1188	1822	1021
YKL006C-A	XI;XI	430198;430597	430455;430632	-;-	294	319	222	251	321	248	80	207	154	240	197
snR87	XI	431030	431138	-	109	11	10	5	10	8	2	7	14	6	13
YKL006W	XI;XI	431906;432433	432034;432720	+;+	417	7689	6200	6011	6318	5905	4449	7192	5170	9151	8099
YKL005C	XI	433093	434877	-	1785	710	568	647	816	405	331	604	412	610	571
YKL004W	XI	435580	436785	+	1206	1477	1228	1128	1782	902	738	1282	896	1336	1287
YKL003C	XI	437097	437492	-	396	492	379	379	499	338	226	397	322	444	371
YKL002W	XI;XI	437778;437906	437837;438544	+;+	699	1754	1316	1600	1826	1221	713	921	876	1386	894
YKL001C	XI	438777	439385	-	609	634	444	463	609	396	203	270	203	409	236
YKR001C	XI	440608	442722	-	2115	2919	2582	2870	3535	1891	1423	1813	1548	2357	1671
YKR002W	XI	443232	444938	+	1707	1347	1042	1100	1499	849	465	717	633	886	698
YKR003W	XI	445381	446727	+	1347	1032	699	756	1100	639	492	569	586	837	496
YKR004C	XI;XI	446799;447811	447706;448036	-;-	1134	241	132	114	230	118	71	157	125	172	151
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	81	55	49	70	47	29	90	46	59	82
YKR006C	XI	450423	451217	-	795	621	491	494	698	408	306	493	468	592	454
YKR007W	XI	451434	451988	+	555	1164	875	835	1115	736	558	632	521	924	606
YKR008W	XI	452201	454078	+	1878	964	598	582	908	539	278	629	513	698	625
YKR009C	XI	454352	457054	-	2703	681	533	458	634	390	265	374	363	587	355
tL(CAA)K	XI;XI	458557;458627	458594;458670	+;+	82	0	0	0	0	0	1	0	0	1	0
YKR010C	XI	458924	461239	-	2316	486	362	385	477	288	139	298	226	223	304
YKR011C	XI	461635	462696	-	1062	1042	669	778	1117	618	297	510	578	774	425
YKR012C	XI	463739	464116	-	378	28	22	30	28	27	6	22	12	17	15
YKR013W	XI	463959	464948	+	990	3798	3424	3124	3905	2701	1780	1658	1440	2494	1795
YKR014C	XI	465367	466071	-	705	2246	1732	1864	2593	1389	996	1269	1171	1715	1232
YKR015C	XI	466961	468667	-	1707	280	192	223	292	181	81	200	165	260	192
YKR016W	XI	469717	471339	+	1623	1280	921	1026	1414	691	460	688	691	908	640
YKR017C	XI	471694	473349	-	1656	695	447	438	653	357	207	448	316	419	363
YKR018C	XI	473723	475900	-	2178	3045	2724	2944	3486	1980	1430	1658	1527	2366	1606
YKR019C	XI	476216	478063	-	1848	444	409	389	456	341	241	331	238	413	334
YKR020W	XI	478338	478832	+	495	497	393	379	567	351	174	296	247	386	242
YKR021W	XI	479234	481981	+	2748	923	683	659	814	505	389	528	439	724	527
YKR022C	XI	482171	483139	-	969	717	581	645	895	506	266	430	376	600	427
YKR023W	XI	483419	485011	+	1593	765	591	677	907	488	261	444	380	514	466
YKR024C	XI	485144	487372	-	2229	111	75	102	103	67	94	280	137	161	330
YKR025W	XI	487770	488618	+	849	898	744	750	978	567	392	760	513	734	862
YKR026C	XI	488738	489655	-	918	907	703	685	876	609	580	884	666	955	859
tR(ACG)K	XI	490968	491040	+	73	1	0	1	1	0	0	0	0	0	0
YKR027W	XI	491364	493661	+	2298	562	444	477	571	325	261	441	340	434	450
YKR028W	XI	494257	497358	+	3102	1993	1459	1735	2119	1174	994	1553	1145	1518	1469
YKR029C	XI	497578	499833	-	2256	641	405	470	647	353	166	356	268	403	324
YKR030W	XI	500282	501103	+	822	722	374	472	624	415	199	443	392	482	448
YKR031C	XI	501344	506395	-	5052	1217	1032	1102	1468	643	548	684	614	800	720
YKR032W	XI	506517	506831	+	315	0	1	0	0	0	0	0	1	1	0
YKR033C	XI	506879	507304	-	426	0	0	0	0	0	0	0	0	0	0
YKR034W	XI	506898	507707	+	810	3	5	3	4	3	1	5	4	4	0
YKR035C	XI	507920	508561	-	642	14	8	10	16	7	9	9	11	7	6
YKR035W-A	XI	507939	508553	+	615	0	0	0	0	0	0	0	0	0	0
YKR036C	XI	508702	510633	-	1932	602	554	521	639	466	291	427	324	484	461
YKR037C	XI	510910	511797	-	888	325	223	208	276	170	79	158	137	193	155
YKR038C	XI	511999	513159	-	1161	1253	916	865	1192	825	467	814	642	930	835
tD(GUC)K	XI	513332	513403	-	72	0	0	0	0	0	0	0	0	0	0
YKR039W	XI	515063	516871	+	1809	2402	1798	1708	2560	1268	429	294	383	472	293
tA(AGC)K2	XI	517988	518060	+	73	1	0	0	3	1	0	2	0	0	0
YKR040C	XI	518063	518566	-	504	1	0	0	2	0	0	0	0	3	2
YKR041W	XI	518198	518950	+	753	77	68	61	80	41	18	12	19	20	22
YKR042W	XI	519527	520624	+	1098	24506	20308	20342	23464	16478	12262	15995	11274	18674	17335
YKR043C	XI	520897	521712	-	816	2986	2960	2929	3227	2337	2090	2385	1623	2875	2651
YKR044W	XI	522015	523346	+	1332	825	609	553	780	499	331	549	405	579	515
YKR045C	XI	523418	523969	-	552	204	192	165	200	142	152	154	98	146	165
YKR046C	XI	524223	525074	-	852	2532	2150	1908	2479	1569	1013	1335	1179	1732	1164
YKR047W	XI	525257	525562	+	306	147	71	88	151	27	40	67	53	78	72
YKR048C	XI	525387	526640	-	1254	2637	2868	2869	3213	1755	1826	1545	1335	2116	1575
YKR049C	XI	526830	527231	-	402	1055	867	756	1042	772	477	394	499	860	407
YKR050W	XI	527815	530484	+	2670	966	960	751	1087	609	564	554	467	782	563
YKR051W	XI	530946	532202	+	1257	1053	821	731	1041	614	334	580	562	758	549
YKR052C	XI	532550	533464	-	915	733	607	517	761	456	335	604	452	632	494
YKR053C	XI	534067	535281	-	1215	472	457	395	488	339	448	541	431	802	474
YKR054C	XI	535647	547925	-	12279	925	894	979	1045	661	391	684	528	783	694
YKR055W	XI	548216	549091	+	876	301	267	235	320	186	99	165	110	151	148
YKR056W	XI	549448	551367	+	1920	365	238	236	365	158	162	464	275	312	532
YKR057W	XI;XI	551657;552003	551680;552242	+;+	264	8820	7662	7924	8450	7100	7254	8756	6049	11303	10539
YKR058W	XI	552770	554620	+	1851	1212	958	976	1274	690	1404	1226	1478	2717	1158
YKR059W	XI	554987	556174	+	1188	1751	1543	1335	1920	1121	954	1549	1076	1840	1535
YKR060W	XI	556518	557342	+	825	123	70	89	120	73	40	212	108	141	221
YKR061W	XI	557677	558954	+	1278	391	241	257	324	219	192	353	299	504	321
snR42	XI	559016	559366	-	351	86	59	63	78	52	25	53	57	56	65
YKR062W	XI	559666	560652	+	987	991	869	949	1227	668	377	565	476	706	479
YKR063C	XI	560789	562297	-	1509	411	330	339	462	230	158	295	195	291	284
YKR064W	XI	562547	565138	+	2592	513	380	432	554	293	186	385	257	369	361
YKR065C	XI	565299	565892	-	594	1061	941	737	1078	798	531	800	659	972	720
YKR066C	XI	566113	567198	-	1086	3655	3031	2862	3530	2236	1822	1900	1703	2723	1698
YKR067W	XI	567918	570149	+	2232	2242	1417	1316	2240	1002	844	1026	1099	1442	890
YKR068C	XI	570328	570909	-	582	856	647	689	895	600	294	521	466	603	492
YKR069W	XI	571612	573393	+	1782	914	628	764	849	645	288	334	214	375	257
YKR070W	XI	573574	574632	+	1059	1045	968	978	1168	750	508	610	539	936	543
YKR071C	XI	574934	575980	-	1047	1539	1170	1265	1605	945	472	961	668	1022	891
YKR072C	XI	576435	578123	-	1689	1644	1513	1793	1909	1170	1359	1252	1018	1860	1308
YKR073C	XI	578187	578507	-	321	16	6	9	12	2	2	9	8	12	4
tK(UUU)K	XI;XI	578965;579025	579001;579060	+;+	73	0	0	0	0	0	1	0	0	0	0
YKR074W	XI	579209	579676	+	468	882	755	667	1000	617	316	581	463	852	576
YKR075C	XI	579827	580750	-	924	6873	4855	3687	6643	3531	1783	4156	2675	3871	3687
YKR075W-A	XI	580212	580481	+	270	0	0	0	0	0	0	0	0	0	0
YKR076W	XI	582283	583395	+	1113	1401	1093	1074	1369	900	364	257	383	600	258
YKR077W	XI	583653	584744	+	1092	517	435	330	624	340	156	171	162	245	183
YKR078W	XI	584952	586709	+	1758	537	331	382	561	299	185	334	264	360	343
YKR079C	XI	586789	589305	-	2517	370	290	252	346	202	174	546	302	384	517
YKR080W	XI	590395	591357	+	963	505	551	681	545	551	2732	1108	1256	4537	1275
YKR081C	XI	591506	592540	-	1035	748	581	658	882	458	363	1025	597	785	1311
YKR082W	XI	592825	596298	+	3474	610	530	548	687	420	270	670	443	583	594
YKR083C	XI	596421	596822	-	402	271	227	262	361	225	114	204	185	281	200
YKR084C	XI	597055	598890	-	1836	1313	1193	1151	1420	846	651	852	643	1019	753
YKR085C	XI	599094	599681	-	588	509	457	363	514	400	353	498	428	634	563
YKR086W	XI	599857	603072	+	3216	524	393	404	537	310	205	486	320	461	525
YKR087C	XI	603195	604232	-	1038	659	461	520	594	385	185	367	313	403	359
YKR088C	XI	604405	605418	-	1014	1101	942	854	1204	799	440	743	587	970	717
YKR089C	XI	605633	608365	-	2733	2937	2497	2219	3241	1679	1292	1617	1381	1954	1481
YKR090W	XI	608946	611066	+	2121	1074	859	921	1150	681	429	611	539	866	598
YKR091W	XI	611525	612265	+	741	1248	911	662	1096	691	813	1266	1359	1841	1161
YKR092C	XI	612665	613885	-	1221	646	603	618	663	445	384	845	462	727	925
YKR093W	XI	615730	617535	+	1806	534	424	456	584	324	365	455	414	608	418
YKR094C	XI;XI	617996;618743	618374;618750	-;-	387	9159	7483	6863	9666	6298	4884	8643	6286	10071	9181
YKR095W	XI	619805	625432	+	5628	2280	1925	2511	3077	1429	852	1352	1211	1561	1356
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	406	274	231	405	282	99	196	181	205	187
YKR096W	XI	626793	630380	+	3588	1628	1096	1123	1586	864	463	814	586	939	723
YKR097W	XI	631152	632801	+	1650	324	242	228	273	180	59	88	69	104	87
YKR098C	XI	633026	635179	-	2154	1376	891	914	1385	623	381	548	571	684	488
YKR099W	XI	635851	638286	+	2436	457	355	346	482	245	132	305	143	177	321
YKR100C	XI	638901	639968	-	1068	1385	949	911	1351	784	381	699	626	784	640
YKR101W	XI	640540	642504	+	1965	349	229	248	363	182	93	155	127	182	113
YKR102W	XI	646356	649865	+	3510	215	160	125	184	135	85	138	102	132	128
YKR103W	XI	653080	656736	+	3657	109	91	99	133	78	45	105	70	107	93
YKR104W	XI	656836	657756	+	921	89	65	76	66	62	16	49	43	39	72
YKR105C	XI	658716	660464	-	1749	66	40	37	58	42	12	31	31	43	33
YKR106W	XI	661442	663289	+	1848	106	71	66	96	64	33	29	29	44	26
YEL077C	V	264	4097	-	3834	281	214	187	280	133	94	74	72	115	99
YEL077W-A	V	630	1112	+	483	0	0	0	0	0	0	0	0	0	0
YEL076C-A	V;V	4185;4602	4322;5114	-;-	651	0	0	0	0	0	0	0	0	0	0
YEL076C	V	4464	5114	-	651	0	0	0	0	0	0	0	0	0	0
YEL075W-A	V	4870	5481	+	612	0	0	0	0	0	0	0	0	0	0
YEL075C	V	5345	5713	-	369	0	0	0	0	0	0	0	0	0	0
YEL074W	V	6126	6464	+	339	25	18	12	18	20	9	20	19	14	21
YEL073C	V	7230	7553	-	324	77	67	63	79	79	73	56	62	164	66
YEL072W	V	13720	14415	+	696	251	152	154	243	130	55	129	84	130	118
YEL071W	V	16355	17845	+	1491	7370	4557	4735	6588	4403	1518	2494	1815	2731	2189
YEL070W	V	19589	21097	+	1509	143	100	80	107	54	53	37	48	80	30
YEL069C	V	21537	23231	-	1695	31	26	27	32	23	30	27	21	41	38
YEL068C	V	25646	25978	-	333	347	226	211	309	237	109	165	128	213	170
YEL067C	V	26189	26776	-	588	147	113	97	136	89	44	63	55	73	74
YEL066W	V	26667	27206	+	540	613	598	570	635	467	171	129	117	230	138
YEL065W	V	27657	29543	+	1887	650	532	475	728	365	675	1306	773	1115	1260
YEL064C	V	29797	31239	-	1443	406	283	253	399	221	135	190	152	269	180
YEL063C	V	31694	33466	-	1773	1507	1205	1042	1653	851	628	882	674	1013	834
YEL062W	V	34407	36254	+	1848	407	306	302	396	208	145	236	217	244	220
YEL061C	V	36535	39537	-	3003	598	385	403	567	298	153	385	220	374	395
YEL060C	V	40046	41953	-	1908	6681	6295	7030	6980	4797	4162	3773	3604	7075	3187
YEL059C-A	V	42400	42624	-	225	166	135	125	168	111	73	72	71	145	62
YEL059W	V	42652	42960	+	309	119	76	52	99	64	29	43	45	65	54
YEL058W	V	43252	44925	+	1674	4296	3698	3646	4480	2729	1911	1727	1785	2796	1783
YEL057C	V	45020	45721	-	702	107	51	49	75	43	22	47	39	40	44
YEL056W	V	47168	48373	+	1206	1183	973	892	1194	742	498	797	643	931	614
YEL055C	V	48471	51539	-	3069	801	692	745	936	543	498	1045	682	943	1032
snR80	V	52150	52320	-	171	3	0	2	2	5	0	9	8	10	5
YEL054C	V	52721	53218	-	498	1876	1255	1342	1755	1254	993	2209	1555	2358	2103
YEL053W-A	V	52908	53255	+	348	10	5	3	3	3	3	8	10	8	7
YEL053C	V	53901	56102	-	2202	640	482	506	624	395	250	582	381	521	552
YEL052W	V	56571	58100	+	1530	1907	1538	1431	1727	1142	785	1022	843	1366	957
YEL051W	V	58378	59148	+	771	3357	2833	2950	3768	2289	1519	2202	1817	2838	2151
YEL050W-A	V	59549	59740	+	192	34	22	31	46	26	14	29	29	22	22
YEL050C	V	59670	60851	-	1182	774	630	594	791	488	394	563	475	645	535
snR67	V	61352	61433	+	82	15	13	11	20	6	5	28	15	23	21
snR53	V	61699	61789	+	91	2	1	0	2	1	0	2	2	0	3
tG(GCC)E	V	61890	61960	-	71	0	0	0	2	3	0	1	0	0	0
YEL049W	V	63728	64090	+	363	31	25	24	30	20	15	21	9	13	17
YEL048C	V	64709	65167	-	459	62	45	36	49	32	25	73	50	66	74
YEL047C	V	65385	66797	-	1413	2183	1845	1834	2221	1506	1042	1479	1231	1939	1614
YEL046C	V	67629	68792	-	1164	2969	2797	2794	2651	1990	2594	3036	2537	4067	3004
YEL045C	V	68840	69265	-	426	93	100	51	99	73	74	126	100	140	119
YEL044W	V	69757	70257	+	501	2507	1919	1954	2326	1708	564	792	630	980	862
YEL043W	V	70478	73348	+	2871	1627	1463	1141	1710	1098	786	972	757	1288	944
YEL042W	V	73771	75327	+	1557	1774	1577	1620	2094	1212	933	1309	1057	1388	1318
YEL041W	V	75944	77431	+	1488	281	234	211	262	193	112	154	139	188	118
YEL040W	V	78053	79456	+	1404	2851	2505	2482	2672	2262	4388	5055	3830	6968	5932
YEL039C	V	79636	79977	-	342	702	515	459	718	411	381	469	570	753	361
YEL038W	V	80462	81145	+	684	1797	1608	1632	1918	1300	787	872	834	1273	958
YEL037C	V	81407	82603	-	1197	3356	2876	3094	3731	2328	1722	1887	1789	2807	2127
YEL036C	V	83050	84552	-	1503	2138	1619	1554	2086	1291	976	1576	1118	1557	1514
YEL035C	V	85045	85545	-	501	39	29	28	40	15	3	7	11	8	7
YEL034C-A	V	85613	86215	-	603	30	15	10	36	18	19	34	24	37	34
YEL034W	V	85676	86149	+	474	0	0	0	0	0	0	0	0	0	0
YEL033W	V	86179	86598	+	420	407	155	230	441	173	81	460	456	439	373
tS(AGA)E	V	86604	86685	+	82	0	0	0	0	0	0	0	0	0	0
YEL032W	V	86937	89852	+	2916	1261	1044	1055	1352	775	567	879	590	866	909
YEL032C-A	V	87040	87201	-	162	0	0	0	0	0	0	0	0	0	0
YEL031W	V	90258	93905	+	3648	4959	3985	4356	5248	3192	2509	3671	2722	4209	3586
YEL030C-A	V	94583	94897	-	315	3	1	0	1	0	0	1	0	3	0
YEL030W	V	94644	96578	+	1935	223	209	208	188	133	127	144	142	182	114
YEL029C	V	96858	97796	-	939	227	156	234	215	158	111	239	184	255	233
YEL028W	V	98668	99129	+	462	135	111	99	100	96	56	82	74	104	100
tM(CAU)E	V	100133	100204	+	72	1	0	1	2	1	3	2	0	0	0
YEL027W	V	100769	101251	+	483	8195	7807	8366	9699	6198	4422	5852	4907	7653	6188
YEL026W	V	101943	102323	+	381	2561	1829	1967	2606	1974	1478	3106	2065	3225	3386
YEL025C	V	102581	106147	-	3567	1090	774	760	1150	572	357	612	456	724	553
YEL024W	V	107260	107907	+	648	731	519	561	629	442	380	357	481	642	291
YEL023C	V	108504	110552	-	2049	385	256	281	391	228	110	246	172	242	249
YEL022W	V	111421	115800	+	4380	1349	1076	1213	1586	841	588	1143	760	1154	1037
YEL021W	V	116167	116970	+	804	0	0	0	0	0	0	0	0	0	0
YEL020C-B	V	117183	117380	-	198	7	6	3	4	4	3	1	6	4	5
YEL020W-A	V	117211	117474	+	264	137	105	115	151	109	50	81	61	117	86
RPR1	V	117667	118035	-	369	37	27	19	32	49	32	42	52	94	79
YEL020C	V	118617	120299	-	1683	778	761	695	783	563	388	362	361	748	397
YEL019C	V	120498	121301	-	804	62	50	40	57	29	19	36	23	44	54
YEL018C-A	V	121455	121988	-	534	0	0	0	1	0	0	0	0	0	0
YEL018W	V	121471	122310	+	840	262	176	292	289	178	91	145	118	204	125
YEL017C-A	V	122798	122929	-	132	2377	2083	1701	3152	1898	1161	2095	1490	2454	2084
YEL017W	V	123657	124670	+	1014	786	656	562	754	516	343	489	386	551	428
YEL016C	V	124737	126218	-	1482	510	462	402	542	335	278	387	289	455	373
YEL015W	V	126629	128284	+	1656	1399	1300	1236	1582	1026	703	1204	927	1277	1124
YEL014C	V	128303	128608	-	306	45	35	48	67	34	9	43	28	42	44
YEL013W	V	128825	130561	+	1737	1297	869	920	1269	671	534	825	742	1064	706
tQ(UUG)E2	V	131082	131153	-	72	0	0	0	0	0	0	1	0	0	0
YEL012W	V;V	131772;131900	131776;132551	+;+	657	1581	1124	1174	1612	1037	517	600	716	1031	553
YEL011W	V	133120	135234	+	2115	6592	5712	5074	6985	3685	4516	3672	4738	7224	2919
tK(CUU)E1	V	135425	135497	-	73	0	0	1	0	0	0	0	1	1	0
YEL010W	V	136279	136629	+	351	1	1	0	0	4	0	0	0	0	1
YEL009C-A	V	136371	136778	-	408	2	2	1	3	0	0	1	1	0	1
tR(UCU)E	V	138666	138737	+	72	0	0	0	0	0	0	0	0	0	0
YEL009C	V	138918	139763	-	846	9695	9463	10304	9766	7702	5576	8072	6394	10584	8137
YEL008W	V	140512	140892	+	381	34	39	29	38	23	8	10	7	16	8
YEL008C-A	V	140726	140818	-	93	0	0	0	0	0	0	0	0	0	0
YEL007W	V	141892	143892	+	2001	1327	1220	1029	1422	1069	739	1325	862	1324	1062
YEL006W	V	144327	145334	+	1008	688	480	542	677	419	297	514	423	629	489
YEL005C	V	145907	146755	-	849	288	226	244	315	203	111	199	177	252	194
YEL004W	V	146951	147979	+	1029	269	164	169	212	138	75	188	163	249	189
YEL003W	V;V	148176;148283	148194;148599	+;+	336	495	345	378	484	309	174	408	321	436	387
YEL002C	V	148722	150014	-	1293	2946	2466	2440	3115	2048	1051	1693	1404	2168	1722
YEL001C	V	150301	150978	-	678	2528	2082	1949	2705	1668	964	1483	1212	1987	1455
YER001W	V	153520	155808	+	2289	352	255	262	314	158	675	974	795	1318	1024
YER002W	V	156803	157498	+	696	1226	776	949	1249	704	532	1346	858	1165	1358
YER003C	V;V	157736;159088	158994;159118	-;-	1290	1904	1481	1527	1950	1188	804	1350	1074	1718	1244
YER004W	V	159580	160275	+	696	3202	2835	2444	2875	2130	1086	1230	1140	1823	1169
YER005W	V	160550	162442	+	1893	694	612	615	689	501	386	670	439	637	649
YER006W	V	162723	164285	+	1563	1227	964	1086	1382	737	674	1702	935	1351	1856
YER006C-A	V	164344	164661	-	318	14	6	5	18	3	6	17	8	17	25
YER007W	V	164527	166083	+	1557	138	102	103	132	80	39	124	64	100	114
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	1335	1000	1024	1344	930	594	1054	781	1190	1044
snR14	V	167427	167586	-	160	25	26	15	32	21	7	8	14	17	13
YER008C	V	167808	171818	-	4011	1738	1351	1332	1919	1030	687	1018	747	1190	948
YER009W	V	172115	172492	+	378	3428	2878	2659	3445	2479	1668	2622	2259	3751	2834
YER010C	V	172634	173338	-	705	964	761	695	963	649	343	473	407	601	400
YER011W	V	175248	176012	+	765	161	196	184	207	131	1533	2384	1567	2020	2767
tE(UUC)E1	V	177099	177170	+	72	4	1	1	2	1	0	1	1	2	0
YER012W	V	177835	178431	+	597	2793	2287	2056	2966	1909	1279	1741	1572	2248	1642
YER013W	V	178841	182278	+	3438	675	556	561	727	405	211	388	270	416	394
YER014W	V	182600	184219	+	1620	536	403	444	584	287	188	282	228	357	284
YER014C-A	V;V	183731;184678	184169;184700	-;-	462	0	0	0	0	0	0	0	0	0	0
YER015W	V	184541	186775	+	2235	396	226	230	320	187	204	247	249	434	206
YER016W	V	188277	189311	+	1035	1307	1113	1244	1564	860	704	755	576	972	806
YER017C	V	189503	191788	-	2286	2133	1504	1422	1959	1141	767	1178	922	1381	1190
YER018C	V	191959	192624	-	666	1161	939	828	1103	908	566	592	519	869	672
YER019W	V	192797	194230	+	1434	2106	1786	1524	2067	1303	1157	1079	973	1571	1147
YER019C-A	V	194273	194539	-	267	3421	2965	2767	3522	2823	1746	2112	1655	2772	2122
YER020W	V	195168	196517	+	1350	1962	1808	1773	1843	1510	1497	1471	1249	2532	1247
YER021W	V	196948	198519	+	1572	3074	2417	2437	3373	1826	1102	1928	1778	2376	1800
YER022W	V	198812	200875	+	2064	769	662	680	957	523	313	522	407	582	566
YER023W	V	201076	201936	+	861	3120	2751	2530	2931	2268	1652	1941	1675	2727	2044
YER023C-A	V	201522	201734	-	213	0	0	0	0	0	0	0	0	0	0
YER024W	V	202192	204963	+	2772	940	561	468	815	400	239	325	248	391	284
YER025W	V	205251	206834	+	1584	2965	2688	2736	3421	1728	2139	3083	2128	3116	3146
tH(GUG)E1	V	207357	207428	+	72	3	0	0	4	0	0	1	0	1	1
YER026C	V	207644	208474	-	831	3246	1918	2007	3099	1502	1286	1868	1867	2497	1794
YER027C	V	208979	210232	-	1254	1202	1086	931	1281	834	728	783	719	1105	793
YER028C	V	210692	211876	-	1185	773	551	463	720	384	253	761	464	572	695
YER029C	V	212587	213177	-	591	1027	660	670	1091	574	275	611	487	610	578
YER030W	V	213437	213898	+	462	1606	1155	1480	1899	1002	481	739	778	981	751
YER031C	V	214076	214747	-	672	2712	2173	2006	2744	1750	1383	1731	1507	2314	1835
YER032W	V	215063	217693	+	2631	495	343	280	450	261	135	282	209	248	317
YER033C	V	218057	221287	-	3231	514	405	448	537	285	238	308	269	436	255
YER034W	V	221846	222403	+	558	366	311	301	416	273	179	231	192	290	217
YER035W	V	222639	223076	+	438	844	625	585	879	517	361	548	503	803	518
YER036C	V	223367	225199	-	1833	4935	3706	3896	4852	2949	2801	4936	3381	4775	5237
YER037W	V	225889	226854	+	966	243	192	196	300	174	392	604	645	806	422
YER038C	V	226858	228252	-	1395	141	79	92	118	70	57	142	136	162	127
YER038W-A	V	228451	228831	+	381	0	0	0	2	0	0	1	1	1	0
YER039C	V	228456	229205	-	750	139	136	102	134	89	61	50	55	97	41
YER039C-A	V	229263	229481	-	219	87	71	48	60	43	42	47	29	54	30
YER040W	V	229795	231987	+	2193	761	573	574	767	475	378	355	288	517	328
YER041W	V	232461	234740	+	2280	530	430	455	605	387	181	281	238	345	260
YER042W	V	234937	235491	+	555	1063	799	794	1158	667	210	287	250	377	267
YER043C	V	235770	237119	-	1350	9230	6731	7065	7831	6047	6472	8541	6319	10969	10041
YER044C	V	237570	238016	-	447	730	633	569	778	591	562	842	830	1222	847
YER044C-A	V;V	238460;239712	239623;239774	-;-	1227	16	20	22	25	14	3	19	23	23	22
YER045C	V	240032	241501	-	1470	850	645	601	879	477	387	611	495	749	553
YER046W	V	243180	243611	+	432	494	328	308	436	301	131	220	184	310	181
YER046W-A	V	243700	244029	+	330	9	2	3	17	4	0	3	3	3	1
YER047C	V	243810	246503	-	2694	1005	803	899	1149	654	305	494	306	497	422
YER048C	V	246982	248157	-	1176	2420	2140	2480	2975	1640	976	1225	1052	1770	1231
tQ(UUG)E1	V	250286	250357	+	72	0	1	0	1	1	0	0	0	0	0
YER048W-A	V	250718	251002	+	285	660	485	417	692	407	224	370	364	478	369
YER049W	V	251728	253662	+	1935	967	874	894	1130	665	554	1331	708	1029	1395
